"";"bg_id";"bg_desc";"bg_name";"bg_year";"bg_max_player";"bg_min_player";"bg_temp";"bg_temp_min";"bg_temp_max";"bg_idade";"bg_categoria";"bg_mecanica";"bg_designer";"bg_Artist";"bg_Editora";"bg_num_ratings";"bg_avg_rating";"bg_num_owning";"bg_num_trading";"bg_num_wanting";"bg_num_wishing";"bg_num_weights";"bg_avg_weight"
0;164928;"During the medieval goings-on around Orl&eacute;ans, you must assemble a following of farmers, merchants, knights, monks, etc. to gain supremacy through trade, construction and science in medieval France.&#10;&#10;In Orl&eacute;ans, you will recruit followers and put them to work to make use of their abilities. Farmers and Boatmen supply you with money and goods; Knights expand your scope of action and secure your mercantile expeditions; Craftsmen build trading stations and tools to facilitate work; Scholars make progress in science; Traders open up new locations for you to use your followers; and last but not least, it cannot hurt to get active in monasteries since with Monks on your side you are much less likely to fall prey to fate.&#10;&#10;You will always want to take more actions than possible, and there are many paths to victory. The challenge is to combine all elements as best as possible with regard to your strategy.&#10;&#10;";"Orléans";2014;4;2;90;90;90;12;"['Medieval', 'Religious', 'Travel']";"['Contracts', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Events', 'Point to Point Movement', 'Simultaneous Action Selection', 'Tech Trees / Tech Tracks', 'Turn Order: Progressive', 'Variable Set-up']";"['Reiner Stockhausen']";"['Klemens Franz']";"['dlp games', 'Arclight Games', 'Arrakis Games', 'Baldar', 'BGA Plus', 'Capstone Games', 'Cranio Creations', 'Engames', 'GaGa Games', 'Korea Boardgames Co., Ltd.', 'Matagot', 'MEEPLE', 'MeepleBR', ""Surfin' Meeple China"", 'Swan Panasia Co., Ltd.', 'Tasty Minstrel Games', 'White Goblin Games']";29355;8.06115;36275;287;1387;8070;991;3.0262
0;10630;"Memoir '44  is a historical boardgame where players face-off in stylized battles of some of the most famous historic battles of World War II including Omaha Beach, Pegasus Bridge, Operation Cobra and the Ardennes.&#10;&#10;Memoir '44 includes over 15 different battle scenarios and features a double-sided hex game board for both beach landings and countryside combat. Each scenario mimics the historical terrain, troop placements and objectives of each army. Commanders deploy troops through Command and Tactic cards, applying the unique skills of his units -- infantry, paratrooper, tank, artillery, and even resistance fighters -- to their greatest strength.&#10;&#10;&quot;By design, the game is not overly complex&quot;, says Memoir '44 designer, Richard Borg. &quot;The game mechanics, although simple, still require strategic card play, timely dice rolling and an aggressive yet flexible battle plan to achieve victory.&quot; In addition to the large, double-sided gameboard, Memoir '44 includes 144 amazingly detailed army miniatures - including historically accurate infantry, tanks and artillery; 36 Obstacle pieces, 60 illustrated Command cards, 44 Special Terrain tiles, and 8 Custom Wooden dice.&#10;&#10;Memoir '44 is designed for 2 players but easily accommodates team play. And with Memoir '44 Overlord scenarios, players can use multiple boards and up to 8 players to conduct large scale operations, experiencing the challenges of troop coordination and military chain of command on a large scale battlefield. Average game length is between 30 and 60 minutes, encouraging match play where players can command first one side and then the other.&#10;&#10;The Memoir '44 series consists of the base game and a number of expansions.&#10;&#10;This game is based upon Richard Borg's Command and Colors system.&#10;&#10;";"Memoir '44";2004;8;2;60;30;60;8;"['Miniatures', 'Wargame', 'World War II']";"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation', 'Team-Based Game', 'Variable Set-up']";"['Richard Borg']";"['Cyrille Daujean', 'Julien Delval', 'Don Perrin', 'Claude Rica']";"['Days of Wonder', 'ADC Blackfire Entertainment', 'Edge Entertainment']";29239;7.54246;39238;751;956;6336;2337;2.2747
0;172;"For Sale is a quick, fun game nominally about buying and selling real estate. During the game's two distinct phases, players first bid for several buildings then, after all buildings have been bought, sell the buildings for the greatest profit possible.&#10;&#10;The original Ravensburger/FX Schmid edition (1997/98) has slightly different rules than later English editions, and only 20 buildings instead of 30.&#10; The &#195;&#156;berplay 2005 Edition has new art, rules and card distribution changes, and it accommodates 3-6 players.&#10;&#10;The Gryphon 2009 Edition uses the &Uuml;berplay art for the faces of the property cards, while replacing most other art.  The rules are the same as the &Uuml;berplay edition, with the exception of the rounding rule (which was stated in different ways in different printings of the &Uuml;berplay edition).&#10;&#10;Rounding rule&#10;&#10;The rounding rule preferred by the designer Stefan Dorra is that players get back half of their bid rounded DOWN (not UP), as confirmed in correspondence with him here and here.  A history of how the rounding rule has changed in different editions is documented here.&#10;&#10;";"For Sale";1997;6;3;30;30;30;10;"['Card Game', 'Economic']";"['Auction/Bidding', 'Auction: Sealed Bid', 'Auction: Turn Order Until Pass', 'Hand Management', 'Selection Order Bid']";"['Stefan Dorra']";"['Óscar Aguado', 'Abbas Amirabadi', 'Mohammad Amir Garoosian', 'Alvin Madden', 'Gil Martimiano', 'Mahmoud Arasteh Nasab', 'Emilien Rotival', 'Catell Ruz', 'Dossom Studio', 'Chema Vicente', 'Uros Vuckovic', 'Klaus Wilinski']";"['2 Pionki', 'Albi', 'AURUM, Inc.', 'Baborka Games', 'Brain Games', 'Compaya.hu: Gamer Café Kft.', 'Competo / Marektoy', 'Eagle-Gryphon Games', 'F.X. Schmid', 'Gabinete Lúdico', 'Geekach Games', 'HaKubia', 'Heidelberger Spieleverlag', 'IELLO', 'Jolly Thinkers', 'Kaissa Chess & Games', 'MEBO Games', 'Meeple Virus', 'NeoTroy Games', 'New Games Order, LLC', 'PaperGames (III)', 'Portal Games', 'Primigenio', 'Ravensburger', 'Siam Board Games', 'Top Toys', 'Überplay', 'uplay.it edizioni', 'Wargames Club Publishing', 'Zito! Ώρα για παιχνίδι', 'Взрослые дети', 'Нескучные игры', 'פרש משחקים: Game Knight']";29238;7.24533;35709;389;921;5206;1683;1.2543
0;18602;"Once upon a time ...&#10;1289. To strengthen the borders of the Kingdom of France, King Philip the Fair decided to have a new castle built. For the time being, Caylus is but a humble village, but soon, workers and craftsmen will be flocking by the cartload, attracted by the great prospects. Around the building site, a city is slowly rising up.&#10;&#10;The players embody master builders. By building the King's castle and developing the city around it, they earn prestige points and gain the King's favor. When the castle is finished, the player who has earned the most prestige wins the game.  The expansion Caylus Expansion: The Jeweller was included in the 2nd Edition.&#10;&#10;Each turn, players pay to place their workers in various buildings in the village. These buildings allow players to gather resources or money, or to build or upgrade buildings with those resources. Players can also use their resources to help build the castle itself, earning points and favors from the king, which provide larger bonuses. Building a building provides some immediate points, and potentially income throughout the game, since players receive bonuses when others use their buildings. The buildings chosen by the players have a heavy impact on the course of the game, since they determine the actions that will be available to all the players.&#10;&#10;As new buildings are built, they stretch along a road stretching away from the castle, and not all buildings can be used every turn. Players have some control over which buildings are active by paying to influence the movement of the Provost marker. The final position of the marker is the newest building that can be used that turn. The Provost marker also helps determine the movement of the Bailiff marker, which determines the end of the game. Generally, if players are building many buildings and the Provost is generous in allowing them to be used, the game ends more quickly.&#10;&#10;";"Caylus";2005;5;2;150;60;150;12;"['City Building', 'Economic', 'Medieval']";"['Action Queue', 'Ownership', 'Turn Order: Claim Action', 'Turn Order: Pass Order', 'Variable Set-up', 'Worker Placement']";"['William Attia']";"['Cyril Demaegd', 'Arnaud Demaegd', 'Mike Doyle (I)']";"['Ystari Games', 'Brain Games', 'Edge Entertainment', 'Esdevium', 'hobbity.eu', 'Hobby Japan', 'HUCH!', 'Korea Boardgames Co., Ltd.', 'Lautapelit.fi', 'Quined White Goblin Games', 'Rio Grande Games', 'uplay.it edizioni', ""What's Your Game?"", 'White Goblin Games']";28725;7.72441;28430;604;846;5312;3242;3.7989
0;244992;"The Mind is more than just a game. It's an experiment, a journey, a team experience in which you can't exchange information, yet will become one to defeat all the levels of the game.&#10;&#10;In more detail, the deck contains cards numbered 1-100, and during the game you try to complete 12, 10, or 8 levels of play with 2, 3, or 4 players. In a level, each player receives a hand of cards equal to the number of the level: one card in level 1, two cards in level 2, etc. Collectively you must play these cards into the center of the table on a single discard pile in ascending order but you cannot communicate with one another in any way as to which cards you hold. You simply stare into one another's eyes, and when you feel the time is right, you play your lowest card. If no one holds a card lower than what you played, great, the game continues! If someone did, all players discard face up all cards lower than what you played, and you lose one life.&#10;&#10;You start the game with a number of lives equal to the number of players. Lose all your lives, and you lose the game. You start with one shuriken as well, and if everyone wants to use a shuriken, each player discards their lowest card face up, giving everyone information and getting you closer to completing the level. As you complete levels, you might receive a reward of a shuriken or an extra life. Complete all the levels, and you win!&#10;&#10;For an extra challenge, play The Mind in extreme mode with all played cards going onto the stack face down. You don't look at the cards played until the end of a level, losing lives at that time for cards played out of order.&#10;&#10;";"The Mind";2018;4;2;20;20;20;8;"['Card Game', 'Number']";"['Communication Limits', 'Cooperative Game']";"['Wolfgang Warsch']";"['Oliver Freudenreich']";"['Nürnberger-Spielkarten-Verlag', 'Arclight Games', 'Brain Games', 'Coiledspring Games', 'DV Games', 'FoxGames', 'Fractal Juegos', 'GaGa Games', 'Galápagos Jogos', 'Game Factory', 'Ideal Board Games', 'Kaissa Chess & Games', 'Lanlalen', 'Lautapelit.fi', 'Maldón', 'Mar Lúdico', 'Mercurio', 'Oya', 'Pandasaurus Games', 'Popcorn Games', 'Pravi Junak', 'REXhry', 'Swan Panasia Co., Ltd.', 'Vennerød Forlag AS', 'White Goblin Games', 'YellowBOX']";28540;6.78246;49946;670;181;2688;585;1.0735
0;233867;"As an architect in Welcome To..., you want to build the best new town in the United States of the 1950s by adding resources to a pool, hiring employees, and more.&#10;&#10;Welcome To... plays like a roll-and-write dice game in which you mark results on a score-sheet...but without dice. Instead you flip cards from three piles to make three different action sets with both a house number and a corresponding action from which everyone chooses one. You use the number to fill in a house on your street in numerical order. Then you take the action to increase the point value of estates you build or score points at the end for building parks and pools. Players also have the option of taking actions to alter or duplicate their house numbers. And everyone is racing to be the first to complete public goals. There's lots to do and many paths to becoming the best suburban architect in Welcome To...!&#10;&#10;Because of the communal actions, game play is simultaneous and thus supports large groups of players. With many varying strategies and completely randomized action sets, no two games will feel the same!&#10;&#10;";"Welcome To...";2018;100;1;25;25;25;10;"['City Building']";"['Bingo', 'Contracts', 'Paper-and-Pencil', 'Pattern Building', 'Simultaneous Action Selection', 'Solo / Solitaire Game']";"['Benoit Turpin']";"['Anne Heidsieck']";"['Blue Cocker Games', 'Broadway Toys LTD', 'Deep Water Games', 'Dude Games', 'Engames', 'Fever Games', 'GateOnGames', 'Gém Klub Kft.', 'Jumping Turtle Games', 'Kaissa Chess & Games', 'Lautapelit.fi', 'Lifestyle Boardgames Ltd', 'Ludofy Creative', 'Pegasus Spiele', 'Rebel Sp. z o.o.', 'REXhry', 'SD Games', 'sternenschimmermeer']";28354;7.5524;44850;438;452;5004;528;1.8295
0;42;"Regarded by many as Reiner Knizia's masterpiece, Tigris &amp; Euphrates is set in the ancient fertile crescent with players building civilizations through tile placement. Players are given four different leaders: farming, trading, religion, and government. The leaders are used to collect victory points in these same categories. However, your score at the end of the game is the number of points in your weakest category, which encourages players not to get overly specialized. Conflict arises when civilizations connect on the board, i.e., external conflicts, with only one leader of each type surviving such a conflict. Leaders can also be replaced within a civilization through internal conflicts.&#10;&#10;Starting in the Mayfair edition from 2008, Tigris &amp; Euphrates included a double-sided game board and extra components for playing an advanced version of the game. This &quot;ziggurat expansion&quot;, initially released as a separate item in Germany for those who already owned the base game, is a special monument that extends across five spaces of the board. The monument can be built if a player has a cross of five civilization tokens of the same color by discarding those five tokens and replacing them with the ziggurat markers, placing a ziggurat tower upon the middle tile. The five ziggurat markers cannot be destroyed. All rules regarding monuments apply to the ziggurat monument as well. If your king is inside the kingdom of the ziggurat, you will get one victory point in a color of your choice at the end of your turn.&#10;&#10;Some versions of Tigris &amp; Euphrates are listed as being for 2-4 players, while others incorrectly state that they're for 3-4 players. Tigris &amp; Euphrates is part of what is sometimes called Reiner Knizia's tile-laying trilogy.&#10;&#10;";"Tigris & Euphrates";1997;4;2;90;90;90;12;"['Abstract Strategy', 'Ancient', 'Civilization', 'Territory Building']";"['Area Majority / Influence', 'Connections', 'Hand Management', 'Hidden Victory Points', 'Highest-Lowest Scoring', 'Income', 'Set Collection', 'Square Grid', 'Tile Placement']";"['Reiner Knizia']";"['Bascu', 'Christine Conrad', 'Doris Matthäus', 'Tom Thiel', 'Ricarda Thiel', 'Stephen Graham Walsh']";"['Hans im Glück', '999 Games', 'CZ Cloud Soft Co. Ltd', 'Devir', 'Edge Entertainment', 'Fantasy Flight Games', 'Galápagos Jogos', 'Giochi Uniti', 'Heidelberger Spieleverlag', 'Hobby Japan', 'Lacerta', 'Matagot', 'Mayfair Games', 'Pegasus Spiele', 'Smart Ltd', 'Top Licence Games', 'Wargames Club Publishing', 'Z-Man Games']";27994;7.70301;30746;588;1500;7213;2740;3.5018
0;72125;"The galaxy has been a peaceful place for many years. After the ruthless Terran&ndash;Hegemony War (30.027&ndash;33.364), much effort has been employed by all major spacefaring species to prevent the terrifying events from repeating themselves. The Galactic Council was formed to enforce precious peace, and it has taken many courageous efforts to prevent the escalation of malicious acts. Nevertheless, tension and discord are growing among the seven major species and in the Council itself. Old alliances are shattering, and hasty diplomatic treaties are made in secrecy. A confrontation of the superpowers seems inevitable &ndash; only the outcome of the galactic conflict remains to be seen. Which faction will emerge victorious and lead the galaxy under its rule?&#10;&#10;A game of Eclipse places you in control of a vast interstellar civilization, competing for success with its rivals. You will explore new star systems, research technologies, and build spaceships with which to wage war. There are many potential paths to victory, so you need to plan your strategy according to the strengths and weaknesses of your species, while paying attention to the other civilizations' endeavors.&#10;&#10;The shadows of the great civilizations are about to eclipse the galaxy. Lead your people to victory!&#10;&#10;";"Eclipse";2011;6;2;180;60;180;14;"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']";"['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']";"['Touko Tahkokallio']";"['Ossi Hiekkala', 'Sampo Sikiö']";"['Lautapelit.fi', 'Asmodee', 'Asterion Press', 'Korea Boardgames Co., Ltd.', 'Rebel Sp. z o.o.', 'Ystari Games']";27983;7.84142;27662;854;879;6985;1940;3.7041
0;295947;"Cascadia is a puzzly tile-laying and token-drafting game featuring the habitats and wildlife of the Pacific Northwest.&#10;&#10;In the game, you take turns building out your own terrain area and populating it with wildlife. You start with three hexagonal habitat tiles (with the five types of habitat in the game), and on a turn you choose a new habitat tile that's paired with a wildlife token, then place that tile next to your other ones and place the wildlife token on an appropriate habitat. (Each tile depicts 1-3 types of wildlife from the five types in the game, and you can place at most one tile on a habitat.) Four tiles are on display, with each tile being paired at random with a wildlife token, so you must make the best of what's available &mdash; unless you have a nature token to spend so that you can pick your choice of each item.&#10;&#10;Ideally you can place habitat tiles to create matching terrain that reduces fragmentation and creates wildlife corridors, mostly because you score for the largest area of each type of habitat at game's end, with a bonus if your group is larger than each other player's. At the same time, you want to place wildlife tokens so that you can maximize the number of points scored by them, with the wildlife goals being determined at random by one of the four scoring cards for each type of wildlife. Maybe hawks want to be separate from other hawks, while foxes want lots of different animals surrounding them and bears want to be in pairs. Can you make it happen?&#10;&#10;";"Cascadia";2021;4;1;45;30;45;10;"['Animals', 'Environmental', 'Puzzle']";"['End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Pattern Building', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Set-up', 'Victory Points as a Resource']";"['Randy Flynn']";"['Beth Sobel']";"['Flatout Games', 'Alderac Entertainment Group', 'Asmodee', 'Asmodee China', 'Asmodee Nordics', 'Boardgame Mall', 'CMON Global Limited', 'CrowD Games', 'Delirium Games', 'Gém Klub Kft.', 'Grok Games', 'Kaissa Chess & Games', 'KOSMOS', 'Little Rocket Games', 'Lord of Boards', 'Lucky Duck Games', 'MINDOK', 'MIPL', 'Regatul Jocurilor', 'Salta da Caixa', 'Terra Publica', 'Tower Tactic Games', 'White Goblin Games', '株式会社ケンビル (KenBill)']";27911;7.9709;45619;181;972;10190;800;1.8325
0;432;"In 6 nimmt!, a.k.a. Category 5 and many other names, you want to score as few points as possible.&#10;&#10;To play the game, you shuffle the 104 number cards, lay out four cards face-up to start the four rows, then deal ten cards to each player. Each turn, players simultaneously choose and reveal a card from their hand, then add the cards to the rows, with cards being placed in ascending order based on their number; specifically, each card is placed in the row that ends with the highest number that's below the card's number. When the sixth card is placed in a row, the owner of that card claims the other five cards and the sixth card becomes the first card in a new row.&#10;&#10;In addition to a number from 1 to 104, each card has a point value. After finishing ten rounds, players tally their score and see whether the game ends. (Category 5 ends when a player has a score greater than 74, for example, while 6 nimmt! ends when someone tops 66.) When this happens, the player with the fewest points wins!&#10;&#10;6 nimmt! works with 2-10 players, and the dynamics of gameplay change the more players that you have. One variant for the game has you use 34 cards, 44 cards, 54 cards, etc. (instead of all 104 cards) when you have three, four, five, etc. number of players. This change allows you to know which cards are in play, thereby allowing you to track which cards have been played and (theoretically) make better choices as to which card to play when.&#10;&#10;";"Take 5";1994;10;2;45;45;45;8;"['Card Game', 'Number']";"['Hand Management', 'Score-and-Reset Game', 'Simultaneous Action Selection']";"['Wolfgang Kramer']";"['Timur Baskakov', 'Design Edge', 'Oliver Freudenreich', 'Bill Herrin', 'Gatis Sluka', 'Franz Vohwinkel']";"['AMIGO', '999 Games', 'Albi', 'Asmodee', 'Brain Games', 'Broadway Toys LTD', 'Bureau de Juegos', 'Buró', 'Copag Cards', 'Dal Negro', 'Dr. Wood Challenge Centre', 'Endless Games (I)', 'Fractal Juegos', 'G3', 'Gigamic', 'Giochi Uniti', 'Kaissa Chess & Games', 'Kärnan', 'Kikigagne?', 'Korea Boardgames Co., Ltd.', 'Land of Beautiful Mind (سرزمین ذهن زیبا)', 'Lautapelit.fi', 'Lifestyle Boardgames Ltd', 'Mayfair Games', 'Mercurio', 'Midgaard Games', 'Möbius Games', 'Nelospelit', 'Pando Games', 'Paper Iyagi', 'Piatnik', 'Shafir Games (המשחקים של חיים שפיר)', 'Swan Panasia Co., Ltd.', 'U.S. Games Systems, Inc.', 'VR Distribution']";27664;6.95431;39678;333;289;2087;1633;1.196
0;15062;"Shadows over Camelot is a cooperative/semi-cooperative hand-management and deduction-based board game for 3&ndash;7 players.&#10;&#10;Each player represents a knight of the Round Table and they must collaborate to overcome a number of quests, ranging from defeating the Black Knight to the search for the Holy Grail. Completed quests place white swords on the Round Table; failed quests add black swords and/or siege engines around Camelot. The knights are trying to build a majority of white swords on the Table before Camelot falls.&#10;&#10;On each knight's turn, the knight takes a &quot;heroic action&quot;, such as moving to a new quest, building his hand, or playing cards to advance the forces of good. However, he must also choose one of three evil actions, each of which will bring Camelot closer to defeat.&#10;&#10;Moreover, one of the knights may be a traitor, pretending to be a loyal member of the party but secretly hindering his fellow knights in subtle ways, biding his time, waiting to strike at the worst possible moment...&#10;&#10;But enough words... don your cloak, climb astride your warhorse, and gallop into the Shadows to join us in Camelot!&#10;&#10;";"Shadows over Camelot";2005;7;3;80;60;80;10;"['Adventure', 'Bluffing', 'Deduction', 'Fantasy', 'Medieval', 'Mythology']";"['Communication Limits', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Player Elimination', 'Semi-Cooperative Game', 'Set Collection', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']";"['Bruno Cathala', 'Serge Laget']";"['Cyrille Daujean', 'Julien Delval']";"['Days of Wonder']";27211;7.10255;33756;784;1039;7116;1991;2.5671
0;16992;"From the publisher:&#10;&#10;A beautiful and beautifully simple game of laying a tile before your own token to continue its path on each turn.  The goal is to keep your token on the board longer than anyone else's, but as the board fills up this becomes harder because there are fewer empty spaces left... and another player's tile may also extend your own path in a direction you'd rather not go.  Easy to introduce to new players, Tsuro lasts a mere 15 minutes and actually does work for any number from 2 to 8.&#10;&#10;Theme:&#10;&#10;Tsuro has an Asian spiritual theme - the lines representing the &quot;many roads that lead to divine wisdom&quot;, and the game as a whole representing &quot;the classic quest for enlightenment&quot;.&#10;&#10;This theme is very light and the game essentially plays as an abstract.&#10;&#10;Gameplay:&#10;&#10;The game consists of tiles with twisting lines on them, a 6x6 grid on which to lay these tiles and a token for each player. Each player has a hand of tiles. On your turn you do two things: place a tile from your hand onto the board next to your token and move your token as far as it can go along the line it is currently on, until it is stopped by an empty space with no tile in (yet), the edge of the board or colliding with another player's token. If your token reaches the edge of the board or collides with another player's token, you are out of the game. The aim of the game is to be the last player left with a token on the board. Strategy therefore consists of trying to drive your opponents either into each other or off the board whilst extending your own route in directions that will make it difficult for your opponents to do the same.&#10;&#10;Other notes:&#10;&#10;Tsuro was originally patented by McMurchie in 1979 under the name Squiggle Game, but was apparently not published at that time.  Somewhat similar to Metro and Spaghetti Junction.&#10;&#10;";"Tsuro";2005;8;2;20;15;20;8;"['Abstract Strategy', 'Fantasy']";"['Hand Management', 'Network and Route Building', 'Player Elimination', 'Tile Placement']";"['Tom McMurchie']";"['Cathy Brigg', 'Andrew Hepworth', 'Shane Small', 'Imelda Vohwinkel', 'Franz Vohwinkel']";"['Calliope Games', 'WizKids (I)', 'Abysse Corp.', 'DV Games', 'Enigma (Bergsala Enigma)', 'Flick Game Studio', 'Kaissa Chess & Games', 'KOSMOS', 'Matagot']";27190;6.66399;40191;694;387;4011;1349;1.2254
0;50381;"&quot;A party game for horrible people.&quot;&#10;&#10;Play begins with a judge, known as the &quot;Card Czar&quot;, choosing a black question or fill-in-the-blank card from the top of the deck and showing it to all players.  Each player holds a hand of ten white answer cards at the beginning of each round, and passes a card (sometimes two) to the Card Czar, face-down, representing their answer to the question on the card. The card czar determines which answer card(s) are funniest in the context of the question or fill-in-the-blank card. The player who submitted the chosen card(s) is given the question card to represent an &quot;Awesome Point&quot;, and then the player to the left of the new Card Czar becomes the new Czar for the next round. Play continues until the players agree to stop, at which point the player with the most Awesome Points is the winner.&#10;&#10;This, so far, sounds like the popular and fairly inoffensive Apples to Apples. While the games are similar, the sense of humor required is very different. The game encourages players to poke fun at practically every awkward or taboo subject including race, religion, gender, poverty, torture, alcoholism, drugs, sex (oh yes), abortion, child abuse, celebrities, and those everyday little annoyances like &quot;Expecting a burp and vomiting on the floor&quot;.&#10;&#10;In addition, there are a few extra rules.  First, some question cards are &quot;Pick 2&quot; or cards, which require each participant to submit two cards in sequence to complete their answer. Second, a gambling component also exists.  If a question is played which a player believes they have two possible winning answers for, they may bet an Awesome Point to play a single second answer.  If the player who gambled wins, they retain the wagered point, but if they lose, the player who contributed the winning answer takes both points.&#10;&#10;From the website:&#10;&#10;&quot;Cards Against Humanity is distributed under a Creative Commons Attribution-Noncommercial-Share Alike license - that means you can use and remix the game for free, but you can't sell it. Feel free to contact us at cardsagainsthumanity@gmail.com.&quot;&#10;&#10;";"Cards Against Humanity";2009;30;4;30;30;30;17;"['Card Game', 'Humor', 'Mature / Adult', 'Party Game', 'Print & Play']";"['Hand Management', 'Player Judge', 'Simultaneous Action Selection']";"['Josh Dillon', 'Daniel Dranove', 'Eli Halpern', 'Ben Hantoot', 'David Munk', 'David Pinsof', 'Max Temkin', 'Eliot Weinstein']";"[]";"['Cards Against Humanity  LLC', 'Estrela']";27154;5.78872;47940;795;63;1279;932;1.1856
0;2223;"Players race to empty their hands and catch opposing players with cards left in theirs, which score points. In turns, players attempt to play a card by matching its color, number, or word to the topmost card on the discard pile. If unable to play, players draw a card from the draw pile, and if still unable to play, they pass their turn. Wild and special cards spice things up a bit.&#10;&#10;UNO is a commercial version of Crazy Eights, a public domain card game played with a standard deck of playing cards.&#10;&#10;This entry includes all themed versions of UNO that do not include new cards.&#10;&#10;";"UNO";1971;10;2;30;30;30;6;"['Card Game', ""Children's Game"", 'Comic Book / Strip', 'Movies / TV / Radio theme', 'Number']";"['Hand Management', 'Lose a Turn', 'Matching', 'Take That']";"['Merle Robbins']";"['Shepard Fairey', 'Keith Haring', 'Kinetic', 'Jeff Kinney', 'Takashi Murakami', 'Warleson Oliveira', 'Merle Robbins', 'Orlando Villagran']";"['AMIGO', 'AS Manufacturas', 'ASS Altenburger Spielkarten', 'Borras Plana S.A.', 'Canada Games Company Lmt.', 'Clipper', 'Damm / Egmont', 'Desyllas Games', 'Ensky', 'Fundex', 'Gebr. Ludwigs oHG', 'Gibsons', 'El Greco', 'Grow Jogos e Brinquedos', 'Homax', 'International Games', 'Korea Boardgames Co., Ltd.', 'Mattel, Inc.', 'Nilco S.A.', 'Österreichische Post', 'Ruibal Hermanos S.A.', 'Sababa Toys, Inc.', ""Spear's Games"", 'Super Impulse', 'Waddingtons']";26999;5.44236;53131;334;27;319;1402;1.107
0;167355;"Playing Nemesis will take you into the heart of sci-fi survival horror in all its terror. A soldier fires blindly down a corridor, trying to stop the alien advance. A scientist races to find a solution in his makeshift lab. A traitor steals the last escape pod in the very last moment. Intruders you meet on the ship are not only reacting to the noise you make but also evolve as the time goes by. The longer the game takes, the stronger they become. During the game, you control one of the crew members with a unique set of skills, personal deck of cards, and individual starting equipment. These heroes cover all your basic SF horror needs. For example, the scientist is great with computers and research, but will have a hard time in combat. The soldier, on the other hand...&#10;&#10;Nemesis is a semi-cooperative game in which you and your crewmates must survive on a ship infested with hostile organisms. To win the game, you have to complete one of the two objectives dealt to you at the start of the game and get back to Earth in one piece. You will find many obstacles on your way: swarms of Intruders (the name given to the alien organisms by the ship AI), the poor physical condition of the ship, agendas held by your fellow players, and sometimes just cruel fate.&#10;&#10;The gameplay of Nemesis is designed to be full of climactic moments which, hopefully, you will find rewarding even when your best plans are ruined and your character meets a terrible fate.&#10;&#10;";"Nemesis";2018;5;1;180;90;180;12;"['Adventure', 'Horror', 'Miniatures', 'Science Fiction']";"['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Interrupts', 'Modular Board', 'Player Elimination', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']";"['Adam Kwapiński']";"['Piotr Foksowicz', 'Patryk Jędraszek', 'Ewa Labak', 'Andrzej Półtoranos']";"['Awaken Realms', 'Rebel Sp. z o.o.', 'Arclight Games', 'Asmodee China', 'Cranio Creations', 'Delta Vision Publishing', 'Funforge', 'Galápagos Jogos', 'Geekach Games', 'Hobby World', 'Korea Boardgames Co., Ltd.', 'MINDOK', 'Rebel Studio']";26975;8.29448;37428;164;1145;11716;961;3.437
